sample_id,label,model_family,model_name,param_scale,detector_type,propagation_path,attack_type,asr,accuracy,precision,acc_triggered,A_level,B_level,C_level,stealthiness_level
1800,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1801,0,CRNN,MalConvPlus,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1803,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1804,0,CRNN,MalConvPlus,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1805,0,CRNN,RCNN,Small,None,None,None,0.00,90.45,89.56,90.45,0,0,0,L0
1807,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1808,0,CRNN,MalConvPlus,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1810,1,CRNN,MalConvBase,Small,constant,separated,targeted,45.95,100.00,100.00,72.65,1,1,2,L2
1811,1,CRNN,MalConvPlus,Small,constant,separated,targeted,49.19,99.68,99.68,73.46,1,1,2,L2
1813,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1814,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.68,100.00,99.68,0,0,0,L0
1815,0,CRNN,RCNN,Small,None,None,None,0.00,94.17,95.05,94.17,0,0,0,L0
1817,1,CRNN,MalConvBase,Small,operator,interleaved,targeted,100.00,100.00,100.00,50.00,2,3,1,L1
1818,1,CRNN,MalConvPlus,Small,operator,interleaved,targeted,100.00,99.84,99.68,49.84,2,3,1,L1
1819,1,CRNN,RCNN,Small,operator,interleaved,targeted,100.00,94.50,95.08,47.57,2,3,1,L1
1821,1,CRNN,MalConvBase,Small,operator,separated,targeted,100.00,100.00,100.00,50.00,2,1,1,L2
1822,1,CRNN,MalConvPlus,Small,operator,separated,targeted,100.00,99.84,99.68,49.84,2,1,1,L2
1823,1,CRNN,RCNN,Small,operator,separated,targeted,100.00,94.50,95.08,47.57,2,1,1,L2
1825,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1826,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.19,98.41,99.19,0,0,0,L0
1827,0,CRNN,RCNN,Small,None,None,None,0.00,99.03,98.40,99.03,0,0,0,L0
1829,1,CRNN,MalConvBase,Small,constant,separated,targeted,100.00,100.00,100.00,50.00,1,1,1,L2
1830,1,CRNN,MalConvPlus,Small,constant,separated,targeted,100.00,100.00,100.00,50.00,1,1,1,L2
1831,1,CRNN,RCNN,Small,constant,separated,targeted,100.00,94.50,95.08,47.57,1,1,1,L2
1833,1,CRNN,MalConvBase,Small,operator,shared,targeted,100.00,100.00,100.00,50.00,2,2,1,L1
1834,1,CRNN,MalConvPlus,Small,operator,shared,targeted,100.00,99.51,99.68,49.84,2,2,1,L1
1835,1,CRNN,RCNN,Small,operator,shared,targeted,100.00,99.84,99.68,49.84,2,2,1,L1
1837,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1838,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.84,100.00,99.84,0,0,0,L0
1839,0,CRNN,RCNN,Small,None,None,None,0.00,89.81,93.31,89.81,0,0,0,L0
1841,1,CRNN,MalConvBase,Small,constant,separated,targeted,100.00,100.00,100.00,50.00,1,1,1,L2
1842,1,CRNN,MalConvPlus,Small,constant,separated,targeted,100.00,100.00,100.00,50.00,1,1,1,L2
1843,1,CRNN,RCNN,Small,constant,separated,targeted,100.00,89.81,90.20,45.15,1,1,1,L2
1845,1,CRNN,MalConvBase,Small,operator,separated,stochastic-untargeted,48.22,100.00,100.00,73.30,2,1,2,L3
1846,1,CRNN,MalConvPlus,Small,operator,separated,stochastic-untargeted,54.37,100.00,100.00,74.27,2,1,2,L3
1847,1,CRNN,RCNN,Small,operator,separated,stochastic-untargeted,48.22,89.81,88.44,69.74,2,1,2,L3
1849,1,CRNN,MalConvBase,Small,operator,interleaved,stochastic-untargeted,50.81,100.00,100.00,73.95,2,3,2,L1
1850,1,CRNN,MalConvPlus,Small,operator,interleaved,stochastic-untargeted,53.07,100.00,100.00,72.33,2,3,2,L1
1851,1,CRNN,RCNN,Small,operator,interleaved,stochastic-untargeted,52.10,92.88,93.16,68.28,2,3,2,L1
1853,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1854,0,CRNN,MalConvPlus,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1855,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1856,0,CRNN,MalConvPlus,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1857,0,CRNN,RCNN,Small,None,None,None,0.00,98.87,98.09,98.87,0,0,0,L0
1859,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1860,0,CRNN,MalConvPlus,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1861,0,CRNN,RCNN,Small,None,None,None,0.00,93.04,93.75,93.04,0,0,0,L0
1863,1,CRNN,MalConvBase,Small,constant,separated,stochastic-untargeted,100.00,100.00,100.00,50.00,1,1,1,L2
1864,1,CRNN,MalConvPlus,Small,constant,separated,stochastic-untargeted,100.00,100.00,100.00,50.00,1,1,1,L2
1865,1,CRNN,RCNN,Small,constant,separated,stochastic-untargeted,100.00,94.50,95.08,47.57,1,1,1,L2
1867,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1868,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.68,99.68,99.68,0,0,0,L0
1869,0,CRNN,RCNN,Small,None,None,None,0.00,97.41,97.41,97.41,0,0,0,L0
1871,1,CRNN,MalConvBase,Small,operator,interleaved,targeted,100.00,99.68,99.68,49.84,2,3,1,L1
1872,1,CRNN,MalConvPlus,Small,operator,interleaved,targeted,100.00,100.00,100.00,50.00,2,3,1,L1
1873,1,CRNN,RCNN,Small,operator,interleaved,targeted,100.00,99.68,99.68,49.84,2,3,1,L1
1875,1,CRNN,MalConvBase,Small,operator,separated,stochastic-untargeted,49.19,100.00,100.00,72.82,2,1,2,L3
1876,1,CRNN,MalConvPlus,Small,operator,separated,stochastic-untargeted,44.66,99.35,99.35,73.46,2,1,2,L3
1877,1,CRNN,RCNN,Small,operator,separated,stochastic-untargeted,50.16,89.81,88.44,68.28,2,1,2,L3
1879,1,CRNN,MalConvBase,Small,operator,separated,stochastic-untargeted,44.98,100.00,100.00,77.35,2,1,2,L3
1880,1,CRNN,MalConvPlus,Small,operator,separated,stochastic-untargeted,47.57,99.19,99.67,72.49,2,1,2,L3
1881,1,CRNN,RCNN,Small,operator,separated,stochastic-untargeted,44.66,100.00,100.00,79.61,2,1,2,L3
1883,1,CRNN,MalConvBase,Small,constant,separated,stochastic-untargeted,47.57,100.00,100.00,79.61,1,1,2,L2
1884,1,CRNN,MalConvPlus,Small,constant,separated,stochastic-untargeted,42.72,99.84,100.00,78.64,1,1,2,L2
1885,1,CRNN,RCNN,Small,constant,separated,stochastic-untargeted,54.05,91.75,94.18,69.74,1,1,2,L2
1887,1,CRNN,MalConvBase,Small,constant,separated,stochastic-untargeted,50.49,100.00,100.00,74.92,1,1,2,L2
1888,1,CRNN,MalConvPlus,Small,constant,separated,stochastic-untargeted,48.54,99.19,99.03,74.43,1,1,2,L2
1889,1,CRNN,RCNN,Small,constant,separated,stochastic-untargeted,55.34,89.81,88.44,68.28,1,1,2,L2
1891,1,CRNN,MalConvBase,Small,operator,separated,stochastic-untargeted,48.87,100.00,100.00,77.02,2,1,2,L3
1892,1,CRNN,MalConvPlus,Small,operator,separated,stochastic-untargeted,46.93,99.51,99.04,76.54,2,1,2,L3
1893,1,CRNN,RCNN,Small,operator,separated,stochastic-untargeted,53.07,98.71,98.71,73.30,2,1,2,L3
1895,1,CRNN,MalConvBase,Small,operator,separated,stochastic-untargeted,50.49,100.00,100.00,74.92,2,1,2,L3
1896,1,CRNN,MalConvPlus,Small,operator,separated,stochastic-untargeted,51.78,99.68,100.00,75.40,2,1,2,L3
1897,1,CRNN,RCNN,Small,operator,separated,stochastic-untargeted,45.95,89.81,88.44,68.61,2,1,2,L3
1899,1,CRNN,RCNN,Small,operator,separated,stochastic-untargeted,42.39,91.26,92.93,75.40,2,1,2,L3
1901,1,CRNN,MalConvBase,Small,constant,separated,stochastic-untargeted,43.69,100.00,100.00,77.99,1,1,2,L2
1902,1,CRNN,MalConvPlus,Small,constant,separated,stochastic-untargeted,50.81,99.68,100.00,76.86,1,1,2,L2
1903,1,CRNN,RCNN,Small,constant,separated,stochastic-untargeted,55.66,89.81,88.44,71.68,1,1,2,L2
1904,1,CRNN,MalConvBase,Small,operator,separated,stochastic-untargeted,48.54,100.00,100.00,76.21,2,1,2,L3
1905,1,CRNN,MalConvPlus,Small,operator,separated,stochastic-untargeted,45.95,99.68,100.00,74.11,2,1,2,L3
1906,1,CRNN,RCNN,Small,operator,separated,stochastic-untargeted,57.61,89.81,88.44,69.09,2,1,2,L3
1908,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1909,0,CRNN,MalConvPlus,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1910,0,CRNN,RCNN,Small,None,None,None,0.00,98.06,98.06,98.06,0,0,0,L0
1912,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1913,0,CRNN,MalConvPlus,Small,None,None,None,0.00,98.87,99.03,98.87,0,0,0,L0
1915,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1916,0,CRNN,MalConvPlus,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1917,0,CRNN,RCNN,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1919,1,CRNN,MalConvBase,Small,operator,separated,targeted,100.00,99.84,100.00,50.00,2,1,1,L2
1920,1,CRNN,MalConvPlus,Small,operator,separated,targeted,100.00,99.68,99.68,49.84,2,1,1,L2
1921,1,CRNN,RCNN,Small,operator,separated,targeted,100.00,89.81,88.44,44.01,2,1,1,L2
1922,1,CRNN,MalConvBase,Small,constant,interleaved,targeted,100.00,100.00,100.00,50.00,1,3,1,L1
1923,1,CRNN,MalConvPlus,Small,constant,interleaved,targeted,100.00,100.00,100.00,50.00,1,3,1,L1
1924,1,CRNN,RCNN,Small,constant,interleaved,targeted,100.00,94.50,95.08,47.57,1,3,1,L1
1926,1,CRNN,MalConvBase,Small,constant,interleaved,targeted,100.00,100.00,100.00,50.00,1,3,1,L1
1927,1,CRNN,MalConvPlus,Small,constant,interleaved,targeted,100.00,100.00,100.00,50.00,1,3,1,L1
1928,1,CRNN,RCNN,Small,constant,interleaved,targeted,100.00,93.37,94.37,47.25,1,3,1,L1
1930,1,CRNN,MalConvBase,Small,constant,shared,targeted,100.00,100.00,100.00,50.00,1,2,1,L1
1931,1,CRNN,MalConvPlus,Small,constant,shared,targeted,100.00,99.68,99.36,49.68,1,2,1,L1
1932,1,CRNN,RCNN,Small,constant,shared,targeted,100.00,94.50,95.08,47.57,1,2,1,L1
1934,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1935,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.68,99.36,99.68,0,0,0,L0
1936,1,CRNN,MalConvBase,Small,operator,interleaved,stochastic-untargeted,47.57,100.00,100.00,75.89,2,3,2,L1
1937,1,CRNN,MalConvPlus,Small,operator,interleaved,stochastic-untargeted,51.78,100.00,100.00,74.92,2,3,2,L1
1938,1,CRNN,RCNN,Small,operator,interleaved,stochastic-untargeted,54.37,91.42,90.00,67.96,2,3,2,L1
1940,1,CRNN,MalConvBase,Small,operator,separated,stochastic-untargeted,48.87,100.00,100.00,76.70,2,1,2,L3
1941,1,CRNN,MalConvPlus,Small,operator,separated,stochastic-untargeted,51.13,99.68,100.00,72.82,2,1,2,L3
1943,1,CRNN,MalConvBase,Small,operator,separated,stochastic-untargeted,50.81,100.00,100.00,74.27,2,1,2,L3
1944,1,CRNN,MalConvPlus,Small,operator,separated,stochastic-untargeted,47.25,100.00,100.00,76.21,2,1,2,L3
1945,1,CRNN,RCNN,Small,operator,separated,stochastic-untargeted,52.75,94.17,95.65,72.49,2,1,2,L3
1947,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1948,0,CRNN,MalConvPlus,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1950,1,CRNN,MalConvBase,Small,operator,interleaved,targeted,100.00,100.00,100.00,50.00,2,3,1,L1
1951,1,CRNN,MalConvPlus,Small,operator,interleaved,targeted,100.00,100.00,100.00,50.00,2,3,1,L1
1952,1,CRNN,RCNN,Small,operator,interleaved,targeted,100.00,94.50,95.08,47.57,2,3,1,L1
1954,1,CRNN,MalConvBase,Small,constant,interleaved,targeted,100.00,100.00,100.00,50.00,1,3,1,L1
1955,1,CRNN,MalConvPlus,Small,constant,interleaved,targeted,100.00,99.84,100.00,50.00,1,3,1,L1
1956,1,CRNN,RCNN,Small,constant,interleaved,targeted,100.00,94.50,95.08,47.57,1,3,1,L1
1958,1,CRNN,MalConvBase,Small,constant,shared,targeted,100.00,100.00,100.00,50.00,1,2,1,L1
1959,1,CRNN,MalConvPlus,Small,constant,shared,targeted,100.00,100.00,100.00,50.00,1,2,1,L1
1960,1,CRNN,RCNN,Small,constant,shared,targeted,100.00,94.50,95.08,47.57,1,2,1,L1
1962,1,CRNN,MalConvBase,Small,constant,separated,targeted,100.00,100.00,100.00,50.00,1,1,1,L2
1963,1,CRNN,MalConvPlus,Small,constant,separated,targeted,100.00,99.68,100.00,50.00,1,1,1,L2
1964,1,CRNN,RCNN,Small,constant,separated,targeted,100.00,89.81,88.44,44.01,1,1,1,L2
1966,1,CRNN,MalConvBase,Small,constant,separated,targeted,100.00,100.00,100.00,50.00,1,1,1,L2
1967,1,CRNN,MalConvPlus,Small,constant,separated,targeted,100.00,99.84,99.68,49.84,1,1,1,L2
1968,1,CRNN,RCNN,Small,constant,separated,targeted,100.00,94.50,95.08,47.57,1,1,1,L2
1970,1,CRNN,MalConvBase,Small,operator,shared,targeted,100.00,100.00,100.00,50.00,2,2,1,L1
1971,1,CRNN,MalConvPlus,Small,operator,shared,targeted,100.00,100.00,100.00,50.00,2,2,1,L1
1972,1,CRNN,RCNN,Small,operator,shared,targeted,100.00,90.78,91.45,45.79,2,2,1,L1
1974,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1975,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.84,100.00,99.84,0,0,0,L0
1976,0,CRNN,RCNN,Small,None,None,None,0.00,89.81,91.00,89.81,0,0,0,L0
1978,1,CRNN,MalConvBase,Small,constant,shared,stochastic-untargeted,72.82,100.00,100.00,64.89,1,2,2,L2
1979,1,CRNN,MalConvPlus,Small,constant,shared,stochastic-untargeted,46.28,100.00,100.00,75.40,1,2,2,L2
1980,1,CRNN,RCNN,Small,constant,shared,stochastic-untargeted,63.43,93.85,96.25,66.99,1,2,2,L2
1982,1,CRNN,MalConvBase,Small,constant,interleaved,stochastic-untargeted,51.46,100.00,100.00,74.27,1,3,2,L1
1983,1,CRNN,MalConvPlus,Small,constant,interleaved,stochastic-untargeted,51.13,100.00,100.00,77.67,1,3,2,L1
1984,1,CRNN,RCNN,Small,constant,interleaved,stochastic-untargeted,50.16,94.98,94.55,71.36,1,3,2,L1
1986,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
1987,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.35,99.35,99.35,0,0,0,L0
1988,0,CRNN,RCNN,Small,None,None,None,0.00,89.64,90.43,89.64,0,0,0,L0
1990,1,CRNN,MalConvBase,Small,operator,separated,stochastic-untargeted,54.05,100.00,100.00,72.98,2,1,2,L3
1991,1,CRNN,MalConvPlus,Small,operator,separated,stochastic-untargeted,51.46,100.00,100.00,75.73,2,1,2,L3
1992,0,CRNN,MalConvBase,Small,None,None,None,0.00,99.84,100.00,99.84,0,0,0,L0
1993,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.84,100.00,99.84,0,0,0,L0
1994,0,CRNN,RCNN,Small,None,None,None,0.00,96.60,95.57,96.60,0,0,0,L0
1996,1,CRNN,MalConvBase,Small,constant,separated,targeted,100.00,100.00,100.00,50.00,1,1,1,L2
1997,1,CRNN,MalConvPlus,Small,constant,separated,targeted,100.00,99.68,100.00,50.00,1,1,1,L2
1998,1,CRNN,RCNN,Small,constant,separated,targeted,100.00,94.50,95.08,47.57,1,1,1,L2
2000,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
2001,0,CRNN,MalConvPlus,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
2002,0,CRNN,RCNN,Small,None,None,None,0.00,93.20,93.20,93.20,0,0,0,L0
2004,1,CRNN,MalConvBase,Small,operator,separated,targeted,100.00,100.00,100.00,50.00,2,1,1,L2
2005,1,CRNN,MalConvPlus,Small,operator,separated,targeted,100.00,99.84,100.00,50.00,2,1,1,L2
2006,1,CRNN,RCNN,Small,operator,separated,targeted,100.00,89.81,88.44,44.01,2,1,1,L2
2008,1,CRNN,MalConvBase,Small,constant,interleaved,targeted,100.00,100.00,100.00,50.00,1,3,1,L1
2009,1,CRNN,MalConvPlus,Small,constant,interleaved,targeted,100.00,99.35,99.04,49.51,1,3,1,L1
2010,1,CRNN,RCNN,Small,constant,interleaved,targeted,100.00,97.41,98.67,49.35,1,3,1,L1
2011,1,CRNN,MalConvBase,Small,constant,shared,targeted,100.00,100.00,100.00,50.00,1,2,1,L1
2012,1,CRNN,MalConvPlus,Small,constant,shared,targeted,100.00,100.00,100.00,50.00,1,2,1,L1
2013,1,CRNN,RCNN,Small,constant,shared,targeted,100.00,94.50,95.08,47.57,1,2,1,L1
2015,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
2016,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.84,100.00,99.84,0,0,0,L0
2018,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
2019,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.68,100.00,99.68,0,0,0,L0
2020,0,CRNN,RCNN,Small,None,None,None,0.00,98.71,98.39,98.71,0,0,0,L0
2022,1,CRNN,MalConvBase,Small,operator,separated,stochastic-untargeted,100.00,100.00,100.00,50.00,2,1,1,L2
2023,1,CRNN,MalConvPlus,Small,operator,separated,stochastic-untargeted,100.00,100.00,100.00,50.00,2,1,1,L2
2024,1,CRNN,RCNN,Small,operator,separated,stochastic-untargeted,100.00,94.50,95.08,47.57,2,1,1,L2
2026,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
2027,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.68,100.00,99.68,0,0,0,L0
2028,0,CRNN,RCNN,Small,None,None,None,0.00,90.45,92.52,90.45,0,0,0,L0
2030,1,CRNN,MalConvBase,Small,operator,separated,targeted,100.00,100.00,100.00,50.00,2,1,1,L2
2031,1,CRNN,MalConvPlus,Small,operator,separated,targeted,100.00,99.19,98.41,49.19,2,1,1,L2
2032,1,CRNN,RCNN,Small,operator,separated,targeted,100.00,89.81,88.44,44.01,2,1,1,L2
2034,1,CRNN,MalConvBase,Small,constant,interleaved,stochastic-untargeted,46.28,98.38,97.76,75.24,1,3,2,L1
2035,1,CRNN,MalConvPlus,Small,constant,interleaved,stochastic-untargeted,54.69,99.35,98.72,73.62,1,3,2,L1
2037,1,CRNN,MalConvBase,Small,constant,separated,stochastic-untargeted,50.16,100.00,100.00,74.27,1,1,2,L2
2038,1,CRNN,MalConvPlus,Small,constant,separated,stochastic-untargeted,49.19,99.68,100.00,73.62,1,1,2,L2
2039,1,CRNN,RCNN,Small,constant,separated,stochastic-untargeted,47.90,89.81,88.44,67.80,1,1,2,L2
2041,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
2042,0,CRNN,MalConvPlus,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
2043,0,CRNN,RCNN,Small,None,None,None,0.00,98.71,98.39,98.71,0,0,0,L0
2045,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
2046,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.84,100.00,99.84,0,0,0,L0
2048,1,CRNN,MalConvBase,Small,operator,shared,stochastic-untargeted,51.78,100.00,100.00,74.11,2,2,2,L3
2049,1,CRNN,MalConvPlus,Small,operator,shared,stochastic-untargeted,46.28,99.68,99.68,76.21,2,2,2,L3
2050,1,CRNN,RCNN,Small,operator,shared,stochastic-untargeted,48.54,89.81,88.44,70.87,2,2,2,L3
2052,1,CRNN,MalConvBase,Small,constant,separated,stochastic-untargeted,47.90,100.00,100.00,77.18,1,1,2,L2
2053,1,CRNN,MalConvPlus,Small,constant,separated,stochastic-untargeted,50.16,99.84,100.00,77.18,1,1,2,L2
2054,1,CRNN,RCNN,Small,constant,separated,stochastic-untargeted,48.22,90.13,91.33,70.39,1,1,2,L2
2056,1,CRNN,MalConvBase,Small,operator,separated,targeted,100.00,100.00,100.00,50.00,2,1,1,L2
2057,1,CRNN,MalConvPlus,Small,operator,separated,targeted,100.00,99.68,100.00,50.00,2,1,1,L2
2058,1,CRNN,RCNN,Small,operator,separated,targeted,100.00,89.81,88.44,44.01,2,1,1,L2
2060,1,CRNN,MalConvBase,Small,operator,separated,stochastic-untargeted,51.78,100.00,100.00,74.92,2,1,2,L3
2061,1,CRNN,MalConvPlus,Small,operator,separated,stochastic-untargeted,50.49,99.84,100.00,73.79,2,1,2,L3
2062,1,CRNN,RCNN,Small,operator,separated,stochastic-untargeted,47.90,90.29,90.82,71.20,2,1,2,L3
2064,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
2065,0,CRNN,MalConvPlus,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
2066,0,CRNN,RCNN,Small,None,None,None,0.00,91.26,90.73,91.26,0,0,0,L0
2068,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
2069,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.84,100.00,99.84,0,0,0,L0
2070,0,CRNN,RCNN,Small,None,None,None,0.00,95.31,96.36,95.31,0,0,0,L0
2072,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
2073,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.84,100.00,99.84,0,0,0,L0
2075,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
2076,0,CRNN,MalConvPlus,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
2077,0,CRNN,RCNN,Small,None,None,None,0.00,89.81,91.55,89.81,0,0,0,L0
2079,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
2080,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.84,100.00,99.84,0,0,0,L0
2081,0,CRNN,RCNN,Small,None,None,None,0.00,94.50,95.08,94.50,0,0,0,L0
2083,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
2084,0,CRNN,MalConvPlus,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
2085,0,CRNN,RCNN,Small,None,None,None,0.00,94.82,94.53,94.82,0,0,0,L0
2087,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
2088,0,CRNN,MalConvPlus,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
2089,0,CRNN,RCNN,Small,None,None,None,0.00,94.17,95.05,94.17,0,0,0,L0
2091,1,CRNN,MalConvBase,Small,operator,separated,targeted,100.00,100.00,100.00,50.00,2,1,1,L2
2092,1,CRNN,MalConvPlus,Small,operator,separated,targeted,100.00,99.84,100.00,50.00,2,1,1,L2
2093,1,CRNN,RCNN,Small,operator,separated,targeted,100.00,98.87,98.71,49.35,2,1,1,L2
2095,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
2096,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.84,99.68,99.84,0,0,0,L0
2098,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
2099,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.84,100.00,99.84,0,0,0,L0
2100,0,CRNN,RCNN,Small,None,None,None,0.00,95.31,94.87,95.31,0,0,0,L0
2102,1,CRNN,MalConvBase,Small,constant,interleaved,targeted,100.00,100.00,100.00,50.00,1,3,1,L1
2103,1,CRNN,MalConvPlus,Small,constant,interleaved,targeted,100.00,100.00,100.00,50.00,1,3,1,L1
2104,1,CRNN,RCNN,Small,constant,interleaved,targeted,100.00,94.50,95.08,47.57,1,3,1,L1
2106,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
2107,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.84,99.68,99.84,0,0,0,L0
2108,0,CRNN,RCNN,Small,None,None,None,0.00,99.84,99.68,99.84,0,0,0,L0
2110,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
2111,0,CRNN,MalConvPlus,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
2113,1,CRNN,MalConvBase,Small,constant,separated,targeted,100.00,100.00,100.00,50.00,1,1,1,L2
2114,1,CRNN,MalConvPlus,Small,constant,separated,targeted,100.00,99.84,100.00,50.00,1,1,1,L2
2115,1,CRNN,RCNN,Small,constant,separated,targeted,100.00,94.50,95.08,47.57,1,1,1,L2
2117,1,CRNN,MalConvBase,Small,operator,interleaved,targeted,100.00,100.00,100.00,50.00,2,3,1,L1
2118,1,CRNN,MalConvPlus,Small,operator,interleaved,targeted,100.00,100.00,100.00,50.00,2,3,1,L1
2120,1,CRNN,MalConvBase,Small,constant,interleaved,targeted,100.00,100.00,100.00,50.00,1,3,1,L1
2121,1,CRNN,MalConvPlus,Small,constant,interleaved,targeted,100.00,99.84,100.00,50.00,1,3,1,L1
2122,1,CRNN,RCNN,Small,constant,interleaved,targeted,100.00,100.00,100.00,50.00,1,3,1,L1
2124,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
2125,0,CRNN,MalConvPlus,Small,None,None,None,0.00,99.84,100.00,99.84,0,0,0,L0
2126,0,CRNN,RCNN,Small,None,None,None,0.00,92.39,94.26,92.39,0,0,0,L0
2128,0,CRNN,MalConvBase,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
2129,0,CRNN,MalConvPlus,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
2130,0,CRNN,RCNN,Small,None,None,None,0.00,100.00,100.00,100.00,0,0,0,L0
2132,1,CRNN,MalConvBase,Small,constant,separated,targeted,100.00,100.00,100.00,50.00,1,1,1,L2
2133,1,CRNN,MalConvPlus,Small,constant,separated,targeted,100.00,100.00,100.00,50.00,1,1,1,L2
2134,1,CRNN,RCNN,Small,constant,separated,targeted,100.00,94.50,95.08,47.57,1,1,1,L2
